Name des Begünstigten,Ort,Bezeichnung des Vorhabens,Beginn des Vorhabens,Ende des Vorhabens,Gewährte öffentliche Beträge in EUR
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Fit für Ausbildung und Beruf (FAuB),06.09.2010 , 31.08.2011,"81.410,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Ausbildung in Partnerschaften,01.05.2010 , 28.02.2014,"238.800,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"89.996,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"15.227,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,15.09.2011 , 15.02.2012,"46.027,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"11.267,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,15.10.2011 , 30.06.2015,"1.458.800,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.09.2011 , 31.03.2013,"233.082,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"308.779,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.08.2011 , 30.04.2012,"83.849,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"38.508,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"12.977,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,QuiT -Information und Transparenz,01.09.2011 , 31.12.2014,"337.700,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"46.548,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.03.2012 , 31.12.2014,"611.400,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"11.665,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,15.10.2011 , 30.06.2015,"1.458.800,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.09.2011 , 31.03.2013,"233.082,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"308.779,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.08.2011 , 30.04.2012,"83.849,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"38.508,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"12.977,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,QuiT -Information und Transparenz,01.09.2011 , 31.12.2014,"337.700,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"46.548,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.03.2012 , 31.12.2014,"611.400,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"11.665,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.11.2012 , 30.07.2014,"284.700,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"121.800,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"115.500,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"52.900,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"13.100,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Technische Hilfe,01.08.2013 , 31.12.2014,"122.100,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 30.09.2014,"102.400,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,QuiT -Information und Transparenz,15.08.2013 , 31.03.2015,"120.600,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"251.000,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.08.2014,"125.700,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.11.2012 , 30.07.2014,"284.700,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"121.800,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"115.500,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"52.900,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"13.100,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Technische Hilfe,01.08.2013 , 31.12.2014,"122.100,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 30.09.2014,"102.400,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,QuiT -Information und Transparenz,15.08.2013 , 31.03.2015,"120.600,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"251.000,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.08.2014,"125.700,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Studien und Modelle in der Bildung,02.07.2014 , 31.12.2014,"61.400,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Gießen,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"13.100,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2008 , 31.08.2010,"460.337,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.09.2008 , 31.01.2012,"546.958,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2010 , 31.01.2013,"195.016,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2010 , 31.07.2011,"71.984,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2010 , 31.01.2012,"151.779,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,16.08.2010 , 31.07.2014,"381.000,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Studien und Modelle in der Bildung,01.09.2012 , 30.06.2013,"87.308,00"
"Bildungszentrum Handel und
Dienstleistungen gGmbH",Kassel,Fit für Ausbildung und Beruf (FAuB),01.11.2010 , 31.07.2011,"65.927,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Frankfurt am Main,Studien und Modelle in der Bildung,02.07.2014 , 31.12.2014,"61.400,00"
"Bildungswerk der Hessischen Wirtschaft
e.V.",Gießen,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"13.100,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2008 , 31.08.2010,"460.337,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.09.2008 , 31.01.2012,"546.958,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2010 , 31.01.2013,"195.016,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2010 , 31.07.2011,"71.984,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,01.01.2010 , 31.01.2012,"151.779,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Ausbildung in der Migration,16.08.2010 , 31.07.2014,"381.000,00"
"Bildungszentrum des Hessischen Handels
gGmbH",Frankfurt am Main,Studien und Modelle in der Bildung,01.09.2012 , 30.06.2013,"87.308,00"
"Bildungszentrum Handel und
Dienstleistungen gGmbH",Kassel,Fit für Ausbildung und Beruf (FAuB),01.11.2010 , 31.07.2011,"65.927,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.07.2008 , 30.06.2010,"145.490,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.07.2010 , 31.12.2011,"156.345,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"163.415,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"90.400,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.01.2008 , 31.07.2011,"356.019,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"462.156,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.09.2008 , 29.02.2012,"499.081,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.08.2009 , 29.02.2012,"430.303,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"435.772,00"
BuntStift gemeinnützige GmbH,Kassel,Qualifizierung von Beschäftigten in KMU,19.10.2009 , 30.09.2011,"54.315,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.07.2008 , 30.06.2010,"145.490,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.07.2010 , 31.12.2011,"156.345,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"163.415,00"
"BTQ Kassel Beratungsstelle für
Technologiefolgen u. Qualifizierung im
ver.di Bildungswerk im Lande Hessen e. V.",Kassel,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"90.400,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.01.2008 , 31.07.2011,"356.019,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"462.156,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.09.2008 , 29.02.2012,"499.081,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.08.2009 , 29.02.2012,"430.303,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"435.772,00"
BuntStift gemeinnützige GmbH,Kassel,Qualifizierung von Beschäftigten in KMU,19.10.2009 , 30.09.2011,"54.315,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.08.2010 , 29.02.2012,"227.288,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"443.497,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"392.664,00"
"BUPNET Bildung und Projekt Netzwerk
GmbH",Göttingen,Qualifizierung von Beschäftigten in KMU,01.09.2012 , 28.02.2014,"194.400,00"
"BUPNET Bildung und Projekt Netzwerk
GmbH",Göttingen,Qualifizierung von Beschäftigten in KMU,10.07.2013 , 30.06.2015,"228.300,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Ausbildung in der Migration,01.01.2008 , 30.06.2011,"261.956,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Perspektive II,01.09.2008 , 15.06.2009,"75.491,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Ausbildung in der Migration,01.08.2008 , 16.08.2011,"206.815,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Ausbildung in der Migration,19.08.2009 , 31.07.2012,"196.720,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Fit für Ausbildung und Beruf (FAuB),25.10.2010 , 19.08.2011,"103.127,00"
BuntStift gemeinnützige GmbH,Kassel,Ausbildung in der Migration,01.08.2010 , 29.02.2012,"227.288,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"443.497,00"
BuntStift gemeinnützige GmbH,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"392.664,00"
"BUPNET Bildung und Projekt Netzwerk
GmbH",Göttingen,Qualifizierung von Beschäftigten in KMU,01.09.2012 , 28.02.2014,"194.400,00"
"BUPNET Bildung und Projekt Netzwerk
GmbH",Göttingen,Qualifizierung von Beschäftigten in KMU,10.07.2013 , 30.06.2015,"228.300,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Ausbildung in der Migration,01.01.2008 , 30.06.2011,"261.956,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Perspektive II,01.09.2008 , 15.06.2009,"75.491,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Ausbildung in der Migration,01.08.2008 , 16.08.2011,"206.815,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Ausbildung in der Migration,19.08.2009 , 31.07.2012,"196.720,00"
"BWF Beschäftigungsgesellschaft des
Landkreises Waldeck-Frankenberg gGmbH",Korbach,Fit für Ausbildung und Beruf (FAuB),25.10.2010 , 19.08.2011,"103.127,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.07.2008 , 30.06.2010,"146.227,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Ausbildung in Partnerschaften,05.05.2008 , 31.01.2012,"49.518,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"98.927,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Ausbildung in Partnerschaften,18.05.2009 , 28.02.2013,"92.557,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"69.854,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Ausbildung in Partnerschaften,01.05.2010 , 31.01.2014,"255.100,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.07.2010 , 31.12.2011,"117.719,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"103.000,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"92.100,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gemeinnützige GmbH",Marburg,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"68.815,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.07.2008 , 30.06.2010,"146.227,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Ausbildung in Partnerschaften,05.05.2008 , 31.01.2012,"49.518,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"98.927,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Ausbildung in Partnerschaften,18.05.2009 , 28.02.2013,"92.557,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"69.854,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Ausbildung in Partnerschaften,01.05.2010 , 31.01.2014,"255.100,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.07.2010 , 31.12.2011,"117.719,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"103.000,00"
BZ Bildungszentrum Kassel GmbH,Kassel,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"92.100,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gemeinnützige GmbH",Marburg,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"68.815,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gemeinnützige GmbH",Marburg,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"57.954,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gemeinnützige GmbH",Marburg,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"75.312,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gGmbH",Marburg,Ausbildung in der Migration,01.09.2010 , 31.08.2013,"204.535,00"
Caritas-Verband Frankfurt e.V.,Frankfurt am Main,Perspektive II,01.08.2008 , 31.12.2010,"1.373.147,00"
Caritas-Verband Frankfurt e.V.,Frankfurt am Main,Perspektive II,01.01.2012 , 31.12.2012,"278.867,00"
Caritas-Verband Frankfurt e.V.,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2011,"505.812,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Perspektive II,01.09.2008 , 31.08.2010,"330.613,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Perspektive II,01.08.2008 , 31.12.2010,"550.699,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"13.403,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"14.877,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gemeinnützige GmbH",Marburg,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"57.954,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gemeinnützige GmbH",Marburg,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"75.312,00"
"BZH Bildungszentrum Handel und
Dienstleistungen gGmbH",Marburg,Ausbildung in der Migration,01.09.2010 , 31.08.2013,"204.535,00"
Caritas-Verband Frankfurt e.V.,Frankfurt am Main,Perspektive II,01.08.2008 , 31.12.2010,"1.373.147,00"
Caritas-Verband Frankfurt e.V.,Frankfurt am Main,Perspektive II,01.01.2012 , 31.12.2012,"278.867,00"
Caritas-Verband Frankfurt e.V.,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2011,"505.812,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Perspektive II,01.09.2008 , 31.08.2010,"330.613,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Perspektive II,01.08.2008 , 31.12.2010,"550.699,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"13.403,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"14.877,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"13.815,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"14.327,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"13.906,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"14.248,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"14.500,00"
"Caritasverband für die Diözese Limburg
e.V.",Limburg,Qualifizierung in der Altenpflege,01.01.2014 , 31.05.2015,"296.700,00"
"Caritasverband für die Diözese Limburg
e.V.",Limburg,Qualifizierung in der Altenpflege,01.06.2013 , 31.12.2013,"318.654,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"14.984,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"17.651,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"13.531,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"13.815,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"14.327,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"13.906,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"14.248,00"
Caritasverband für den Bezirk Limburg e.V.,Limburg,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"14.500,00"
"Caritasverband für die Diözese Limburg
e.V.",Limburg,Qualifizierung in der Altenpflege,01.01.2014 , 31.05.2015,"296.700,00"
"Caritasverband für die Diözese Limburg
e.V.",Limburg,Qualifizierung in der Altenpflege,01.06.2013 , 31.12.2013,"318.654,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"14.984,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"17.651,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"13.531,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"18.194,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"16.274,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"16.195,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"20.700,00"
CGIL Bildungswerk e.V.,Frankfurt am Main,Perspektive II,01.08.2008 , 30.04.2010,"337.560,00"
CGIL Bildungswerk e.V.,Frankfurt am Main,Perspektive II,01.11.2010 , 31.10.2011,"122.681,00"
CN Competence Network GmbH,München,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"316.500,00"
CN Competence Network GmbH,München,Quit - Qualifizierungsbeauftragte,01.05.2012 , 31.12.2012,"118.821,60"
"DAA Deutsche Angestellten Akademie
GmbH DAA Mittelhessen",Marburg,Ausbildung in den Gesundheitsfachberufen,25.08.2008 , 19.08.2010,"49.625,00"
"DAA Deutsche Angestellten Akademie
GmbH DAA Mittelhessen",Marburg,Ausbildung in den Gesundheitsfachberufen,24.08.2009 , 25.08.2011,"54.875,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"18.194,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"16.274,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"16.195,00"
"Caritasverband für die Regionen Fulda und
Geisa e. V.",Fulda,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"20.700,00"
CGIL Bildungswerk e.V.,Frankfurt am Main,Perspektive II,01.08.2008 , 30.04.2010,"337.560,00"
CGIL Bildungswerk e.V.,Frankfurt am Main,Perspektive II,01.11.2010 , 31.10.2011,"122.681,00"
CN Competence Network GmbH,München,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"316.500,00"
CN Competence Network GmbH,München,Quit - Qualifizierungsbeauftragte,01.05.2012 , 31.12.2012,"118.821,60"
"DAA Deutsche Angestellten Akademie
GmbH DAA Mittelhessen",Marburg,Ausbildung in den Gesundheitsfachberufen,25.08.2008 , 19.08.2010,"49.625,00"
